fx_timestamp,currency_pair,max_value,min_value,max_min_diff,vol,fd
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1287
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9620
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6790
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2755
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7701
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1990
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8640
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7585
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2524
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,684
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5743
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8544
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8175
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,9002
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,3150
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7701
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8670
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2618
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1659
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,7025
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5856
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6569
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,4699
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8742
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,684
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1126
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,507
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6122
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1583
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6886
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8959
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,566
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9865
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,975
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9922
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4591
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1267
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,9156
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6512
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,3686
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8029
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6445
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2542
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8442
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8382
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,1816
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2870
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,8592
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1324
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5905
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2165
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2870
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,3663
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,507
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1895
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1126
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8104
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,9114
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9118
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,2309
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1105
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5743
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,875
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5016
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5286
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5976
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,2357
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2030
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,3011
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,3749
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2089
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5996
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7477
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2447
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8305
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1633
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6902
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4961
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,5889
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4291
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,420
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7834
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5146
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2939
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6855
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4162
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8421
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,1680
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,849
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,3505
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7036
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2618
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3850
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1895
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,1768
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5097
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,414
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9728
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,414
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,8175
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6183
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,488
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8305
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,395
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8640
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7621
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2150
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9791
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6681
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,7097
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1160
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7086
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4557
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8645
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2912
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5435
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,939
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2094
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5470
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8456
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,4973
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1029
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,5703
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8959
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7782
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1084
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,804
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4015
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8166
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2527
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,8958
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1315
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,929
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8065
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4050
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8065
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3177
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1791
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,804
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5146
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9702
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,3134
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8686
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1895
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5995
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,7042
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4050
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4353
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2028
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4404
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6855
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1513
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,8644
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6712
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,555
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1133
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6681
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5214
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1816
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7782
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4820
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4100
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,867
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6789
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,5180
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,681
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4794
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5622
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6727
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6087
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9051
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4525
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,222
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3191
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,3583
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,391
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4699
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7583
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1790
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9480
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9865
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6712
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1267
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,921
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,5016
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,1109
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1666
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,383
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7476
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8473
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3134
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4179
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7043
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8554
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3738
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6620
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,993
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,2542
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9982
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,478
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1287
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2558
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,21
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7158
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2357
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2777
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6052
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,4199
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,3801
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4739
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,3583
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,9620
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9187
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8345
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6107
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,258
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6434
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,3583
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1502
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,657
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4844
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6588
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6122
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9713
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6052
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9249
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,1325
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,7712
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,7025
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2059
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,173
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,6353
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,6505
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2635
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4139
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,8816
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1583
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1193
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,3628
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2093
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,1680
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,2777
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,6727
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8544
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,8354
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3498
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1768
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6183
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6642
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,795
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7701
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1493
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4800
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,8604
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6789
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9923
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1061
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5149
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,22
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,4419
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,2918
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,939
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,7065
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,5149
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5558
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,2157
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,5366
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4810
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5623
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,9457
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,2561
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9193
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6047
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5622
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,1836
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4653
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,9476
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,6704
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,3850
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,7266
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,10000
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1633
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,6680
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,1651
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,2.22E-16,4327
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,8886
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,2.22E-16,72
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,6567
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,4824
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9189
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4922
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,1315
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5130
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,4795
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,0,5957
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,5915
11/10/2023 21:04,USDAUD,1.57,1.57,1.57,0,1894
11/10/2023 21:04,EURUSD,1.07,1.07,1.07,2.22E-16,211
11/10/2023 21:04,GBPEUR,1.14,1.14,1.14,0,9002
