timestamp,vwap,predicted_vwap,signal
2023-12-05 16:36:00,3.592493091537133,3.6269402483083364,sell
2023-12-05 16:48:00,3.9370839965397924,3.9371663349528805,sell
2023-12-05 17:12:00,3.5049236607142857,3.5045044848089413,buy
2023-12-05 17:18:00,4.391304131534571,4.390879705615031,buy
2023-12-05 17:24:00,2.9435729402261717,3.6256018892077044,sell
2023-12-05 17:30:00,3.77241,3.6256018892077044,buy
2023-12-05 17:54:00,3.5302743705035975,3.5311529289565824,sell
2023-12-05 18:00:00,3.823529963235294,3.823192048660584,buy
2023-12-05 18:06:00,3.6805365384615385,3.6269402483083364,buy
2023-12-05 18:12:00,3.3842045375218146,3.6269402483083364,sell
2023-12-05 18:18:00,3.9309387978142074,3.9308153914670187,buy
2023-12-05 18:24:00,3.3470533747779747,3.347486675039044,sell
2023-12-05 18:30:00,4.313380633528265,4.313352158101601,buy
2023-12-05 18:36:00,3.010473772609819,3.6271260079808774,sell
2023-12-05 18:42:00,3.4856006024096384,3.4852539619841334,buy
2023-12-05 18:48:00,1.3476624775583483,1.3481363236401083,sell
2023-12-06 16:24:00,3.3940272413793102,3.3940593675671002,sell
2023-12-06 16:30:00,3.752131677018634,3.7521391131832025,sell
2023-12-06 16:36:00,4.524612077922078,4.524025998777365,buy
2023-12-06 16:42:00,3.1302639372822303,3.496546615207461,sell
2023-12-06 16:48:00,3.134233949044586,3.1345120072839747,sell
2023-12-06 16:54:00,3.62856968503937,3.628742519794681,sell
2023-12-06 17:00:00,4.143195580110497,4.143015986636309,buy
2023-12-06 17:06:00,3.430953214285714,3.434469827303144,sell
2023-12-06 17:12:00,2.8120139999999996,3.6260894098163705,sell
2023-12-06 17:18:00,2.861790420168067,2.8620918139059537,sell
2023-12-06 17:48:00,3.672062181818182,3.6721481562382126,sell
2023-12-06 17:54:00,3.6245750620347392,3.6258952782275995,sell
2023-12-06 18:00:00,3.7711980392156863,3.626057089265202,buy
2023-12-06 18:06:00,3.54168443627451,3.626680283099937,sell
2023-12-06 18:12:00,3.6686386363636365,3.668113684877606,buy
2023-12-06 18:18:00,3.6323297590361445,3.626162569440663,buy
2023-12-06 18:24:00,3.830532894736842,3.830603381049506,sell
2023-12-06 18:30:00,3.7930159268929504,3.626360208103927,buy
