timestamp,vwap,predicted_vwap,signal
2023-12-05 16:48:00,4.0817254509018035,2.750160162158171,buy
2023-12-05 17:12:00,3.2798248214285715,3.279824733733518,buy
2023-12-05 17:18:00,3.4458505942275037,3.4458506107098086,sell
2023-12-05 17:24:00,3.3864133986928104,3.3864133357909005,buy
2023-12-05 17:30:00,4.292696308724832,2.4797752790003256,buy
2023-12-05 18:12:00,2.7266431421446384,3.8548021987787324,sell
2023-12-05 18:12:00,3.2619456445993027,3.2619457244886507,sell
2023-12-05 18:18:00,3.5538155515370704,3.557760064852514,sell
2023-12-05 18:24:00,2.936103146853147,2.936103105545735,buy
2023-12-05 18:30:00,3.9735090373280944,3.973509073256627,sell
2023-12-05 18:36:00,2.8249649214659684,3.6681376952116387,sell
2023-12-05 18:42:00,5.126436474164134,5.12643671035721,sell
2023-12-06 21:54:00,2.421259911894273,2.4212598800748903,buy
2023-12-06 21:54:00,4.11607299270073,4.116073131574424,sell
2023-12-06 22:00:00,5.1595872204472855,5.15958738328049,sell
